disease,increase,loc,number,population,year
MEASLES,334.99000000000000,ALABAMA,8843,2640000,1928
MEASLES,200.75000000000000,ARIZONA,847,422000,1928
MEASLES,481.7700000000000,ARKANSAS,8899,1847000,1928
MEASLES,69.22,CALIFORNIA,3698,5344000,1928
MEASLES,206.98000000000000,COLORADO,2099,1014000,1928
MEASLES,634.9500000000000,CONNECTICUT,10014,1577000,1928
MEASLES,256.02000000000000,DELAWARE,597,233000,1928
MEASLES,535.6300000000000,DISTRICT OF COLUMBIA,2566,479000,1928
MEASLES,119.58000000000000,FLORIDA,1714,1433000,1928
MEASLES,159.73,GEORGIA,4637,2903000,1928
MEASLES,19.590000000000000,IDAHO,88,449000,1928
MEASLES,98.24000000000000,ILLINOIS,7444,7576000,1928
MEASLES,263.6700000000000,INDIANA,8470,3212000,1928
MEASLES,28.630000000000000,IOWA,702,2450000,1928
MEASLES,136.92000000000000,KANSAS,2533,1850000,1928
MEASLES,216.26,KENTUCKY,5551,2567000,1928
MEASLES,260.33,LOUISIANA,5373,2064000,1928
MEASLES,401.96,MAINE,3204,797000,1928
MEASLES,1089.3900000000000,MARYLAND,17539,1610000,1928
MEASLES,981.0600000000000,MASSACHUSETTS,41371,4217000,1928
MEASLES,547.5500000000000,MICHIGAN,25544,4665000,1928
MEASLES,79.13000000000000,MINNESOTA,2052,2592000,1928
MEASLES,0.0,MISSISSIPPI,0,1981000,1928
MEASLES,198.6300000000000,MISSOURI,7154,3601000,1928
MEASLES,139.86000000000000,MONTANA,757,541000,1928
MEASLES,78.95,NEBRASKA,1083,1371000,1928
MEASLES,272.15000000000000,NEW HAMPSHIRE,1274,468000,1928
MEASLES,797.1400000000000,NEW JERSEY,31631,3968000,1928
MEASLES,663.4100000000000,NEW MEXICO,2760,416000,1928
MEASLES,649.9700000000000,NEW YORK,75391,11599000,1928
MEASLES,1823.69,NORTH CAROLINA,56207,3082000,1928
MEASLES,55.73,NORTH DAKOTA,371,665000,1928
MEASLES,355.92,OHIO,23522,6608000,1928
MEASLES,268.71000000000000,OKLAHOMA,6298,2344000,1928
MEASLES,223.09000000000000,OREGON,2089,936000,1928
MEASLES,583.9500000000000,PENNSYLVANIA,57237,9802000,1928
MEASLES,735.3200000000000,RHODE ISLAND,4986,678000,1928
MEASLES,1138.49,SOUTH CAROLINA,19798,1739000,1928
MEASLES,160.16000000000000,SOUTH DAKOTA,1097,685000,1928
MEASLES,315.43,TENNESSEE,8276,2624000,1928
MEASLES,97.35000000000000,TEXAS,5524,5675000,1928
MEASLES,16.83000000000000,UTAH,85,504000,1928
MEASLES,334.8000000000000,VERMONT,1199,358000,1928
MEASLES,344.82,WASHINGTON,5348,1551000,1928
MEASLES,195.98000000000000,WEST VIRGINIA,3323,1696000,1928
MEASLES,124.61000000000000,WISCONSIN,3642,2923000,1928
MEASLES,227.0,WYOMING,500,220000,1928
POLIO,2.39,ALABAMA,62,2640000,1928
POLIO,2.6100000000000000,ARIZONA,11,422000,1928
POLIO,0.52,ARKANSAS,10,1847000,1928
POLIO,5.04,CALIFORNIA,272,5344000,1928
POLIO,7.040000000000000,COLORADO,71,1014000,1928
POLIO,4.530000000000000,CONNECTICUT,72,1577000,1928
POLIO,3.4400000000000000,DELAWARE,8,233000,1928
POLIO,6.92,DISTRICT OF COLUMBIA,33,479000,1928
POLIO,1.4700000000000000,FLORIDA,21,1433000,1928
POLIO,0.38,GEORGIA,12,2903000,1928
POLIO,8.68,IDAHO,39,449000,1928
POLIO,1.4900000000000000,ILLINOIS,114,7576000,1928
POLIO,0.9400000000000000,INDIANA,31,3212000,1928
POLIO,1.3600000000000000,IOWA,34,2450000,1928
POLIO,2.4400000000000000,KANSAS,46,1850000,1928
POLIO,1.9000000000000000,KENTUCKY,48,2567000,1928
POLIO,0.6,LOUISIANA,12,2064000,1928
POLIO,6.090000000000000,MAINE,48,797000,1928
POLIO,18.16,MARYLAND,293,1610000,1928
POLIO,8.680000000000000,MASSACHUSETTS,369,4217000,1928
POLIO,1.5400000000000000,MICHIGAN,75,4665000,1928
POLIO,7.780000000000000,MINNESOTA,201,2592000,1928
POLIO,1.5500000000000000,MISSISSIPPI,31,1981000,1928
POLIO,0.7500000000000000,MISSOURI,25,3601000,1928
POLIO,11.58,MONTANA,63,541000,1928
POLIO,2.7500000000000000,NEBRASKA,38,1371000,1928
POLIO,4.470000000000000,NEW HAMPSHIRE,21,468000,1928
POLIO,2.34,NEW JERSEY,89,3968000,1928
POLIO,4.320000000000000,NEW MEXICO,18,416000,1928
POLIO,8.160000000000000,NEW YORK,947,11599000,1928
POLIO,1.4800000000000000,NORTH CAROLINA,48,3082000,1928
POLIO,20.410000000000000,NORTH DAKOTA,136,665000,1928
POLIO,4.26,OHIO,276,6608000,1928
POLIO,1.5500000000000000,OKLAHOMA,37,2344000,1928
POLIO,9.850000000000000,OREGON,92,936000,1928
POLIO,2.18,PENNSYLVANIA,217,9802000,1928
POLIO,1.63,RHODE ISLAND,11,678000,1928
POLIO,5.150000000000000,SOUTH CAROLINA,88,1739000,1928
POLIO,6.44,SOUTH DAKOTA,44,685000,1928
POLIO,1.3,TENNESSEE,33,2624000,1928
POLIO,0.7000000000000000,TEXAS,38,5675000,1928
POLIO,1.8000000000000000,UTAH,9,504000,1928
POLIO,7.28,VERMONT,26,358000,1928
POLIO,0.6,VIRGINIA,15,2435000,1928
POLIO,20.750000000000000,WASHINGTON,322,1551000,1928
POLIO,11.49,WEST VIRGINIA,194,1696000,1928
POLIO,1.6300000000000000,WISCONSIN,50,2923000,1928
POLIO,2.7100000000000000,WYOMING,6,220000,1928
SMALLPOX,12.960000000000000,ALABAMA,341,2640000,1928
SMALLPOX,97.16000000000000,ARIZONA,410,422000,1928
SMALLPOX,13.400000000000000,ARKANSAS,248,1847000,1928
SMALLPOX,18.5,CALIFORNIA,990,5344000,1928
SMALLPOX,33.58000000000000,COLORADO,340,1014000,1928
SMALLPOX,10.190000000000000,CONNECTICUT,161,1577000,1928
SMALLPOX,0.86,DELAWARE,2,233000,1928
SMALLPOX,2.1,DISTRICT OF COLUMBIA,10,479000,1928
SMALLPOX,10.990000000000000,FLORIDA,157,1433000,1928
SMALLPOX,0.52,GEORGIA,15,2903000,1928
SMALLPOX,80.87000000000010,IDAHO,363,449000,1928
SMALLPOX,23.52,ILLINOIS,1782,7576000,1928
SMALLPOX,106.93000000000000,INDIANA,3434,3212000,1928
SMALLPOX,67.40000000000000,IOWA,1651,2450000,1928
SMALLPOX,133.72000000000000,KANSAS,2474,1850000,1928
SMALLPOX,28.720000000000000,KENTUCKY,737,2567000,1928
SMALLPOX,31.310000000000000,LOUISIANA,646,2064000,1928
SMALLPOX,11.93,MAINE,95,797000,1928
SMALLPOX,1.17,MARYLAND,19,1610000,1928
SMALLPOX,0.20000000000000000,MASSACHUSETTS,9,4217000,1928
SMALLPOX,27.53,MICHIGAN,1285,4665000,1928
SMALLPOX,4.330000000000000,MINNESOTA,111,2592000,1928
SMALLPOX,6.630000000000000,MISSISSIPPI,132,1981000,1928
SMALLPOX,40.62000000000000,MISSOURI,1462,3601000,1928
SMALLPOX,156.37,MONTANA,846,541000,1928
SMALLPOX,107.08,NEBRASKA,1468,1371000,1928
SMALLPOX,0.0,NEVADA,0,89000,1928
SMALLPOX,0.21,NEW HAMPSHIRE,1,468000,1928
SMALLPOX,2.330000000000000,NEW JERSEY,91,3968000,1928
SMALLPOX,18.480000000000000,NEW MEXICO,77,416000,1928
SMALLPOX,1.6300000000000000,NEW YORK,188,11599000,1928
SMALLPOX,77.92000000000000,NORTH CAROLINA,2402,3082000,1928
SMALLPOX,12.450000000000000,NORTH DAKOTA,83,665000,1928
SMALLPOX,16.900000000000000,OHIO,1115,6608000,1928
SMALLPOX,167.11,OKLAHOMA,3917,2344000,1928
SMALLPOX,204.19000000000000,OREGON,1911,936000,1928
SMALLPOX,0.75,PENNSYLVANIA,74,9802000,1928
SMALLPOX,0.0,RHODE ISLAND,0,678000,1928
SMALLPOX,16.71,SOUTH CAROLINA,290,1739000,1928
SMALLPOX,51.120000000000000,SOUTH DAKOTA,350,685000,1928
SMALLPOX,25.810000000000000,TENNESSEE,677,2624000,1928
SMALLPOX,31.59000000000000,TEXAS,1793,5675000,1928
SMALLPOX,82.15000000000000,UTAH,414,504000,1928
SMALLPOX,2.8000000000000000,VERMONT,10,358000,1928
SMALLPOX,0.08,VIRGINIA,2,2435000,1928
SMALLPOX,103.09,WASHINGTON,1599,1551000,1928
SMALLPOX,76.63000000000000,WEST VIRGINIA,1300,1696000,1928
SMALLPOX,28.320000000000000,WISCONSIN,827,2923000,1928
SMALLPOX,73.10000000000000,WYOMING,161,220000,1928
MEASLES,111.93000000000000,ALABAMA,2959,2644000,1929
MEASLES,54.88000000000000,ARIZONA,236,430000,1929
MEASLES,67.22000000000000,ARKANSAS,1245,1852000,1929
MEASLES,72.8,CALIFORNIA,4024,5531000,1929
MEASLES,74.24,COLORADO,748,1008000,1929
MEASLES,614.82,CONNECTICUT,9800,1594000,1929
MEASLES,239.82000000000000,DELAWARE,566,236000,1929
MEASLES,94.19999999999990,DISTRICT OF COLUMBIA,455,483000,1929
MEASLES,78.01000000000000,FLORIDA,1127,1445000,1929
MEASLES,40.63,GEORGIA,1180,2903000,1929
MEASLES,160.37,IDAHO,717,447000,1929
MEASLES,506.1800000000000,ILLINOIS,38503,7606000,1929
MEASLES,322.1000000000000,INDIANA,10391,3226000,1929
MEASLES,82.95000000000000,IOWA,2041,2460000,1929
MEASLES,555.4400000000000,KANSAS,10370,1867000,1929
MEASLES,43.17,KENTUCKY,1125,2606000,1929
MEASLES,88.79000000000000,LOUISIANA,1853,2086000,1929
MEASLES,719.1700000000000,MAINE,5732,797000,1929
MEASLES,126.04000000000000,MARYLAND,2043,1621000,1929
MEASLES,351.4200000000000,MASSACHUSETTS,14861,4229000,1929
MEASLES,376.46000000000000,MICHIGAN,18052,4795000,1929
MEASLES,492.36000000000000,MINNESOTA,12663,2572000,1929
MEASLES,183.46000000000000,MISSOURI,6644,3622000,1929
MEASLES,817.7600000000000,MONTANA,4285,524000,1929
MEASLES,303.0300000000000,NEBRASKA,4166,1375000,1929
MEASLES,344.5300000000000,NEW HAMPSHIRE,1609,467000,1929
MEASLES,181.86000000000000,NEW JERSEY,7253,3989000,1929
MEASLES,54.780000000000000,NEW MEXICO,230,420000,1929
MEASLES,249.09000000000000,NEW YORK,30318,12171000,1929
MEASLES,38.49000000000000,NORTH CAROLINA,1207,3133000,1929
MEASLES,339.19,NORTH DAKOTA,2286,674000,1929
MEASLES,561.14,OHIO,37181,6626000,1929
MEASLES,46.190000000000000,OKLAHOMA,1095,2372000,1929
MEASLES,492.32000000000000,OREGON,4662,947000,1929
MEASLES,489.5600000000000,PENNSYLVANIA,47605,9723000,1929
MEASLES,270.62,RHODE ISLAND,1851,684000,1929
MEASLES,12.200000000000000,SOUTH CAROLINA,211,1739000,1929
MEASLES,167.77000000000000,SOUTH DAKOTA,1158,690000,1929
MEASLES,33.04000000000000,TENNESSEE,860,2604000,1929
MEASLES,71.28000000000000,TEXAS,4107,5762000,1929
MEASLES,68.90000000000000,UTAH,350,508000,1929
MEASLES,105.31000000000000,VERMONT,378,359000,1929
MEASLES,248.60000000000000,WASHINGTON,3866,1555000,1929
MEASLES,380.14,WEST VIRGINIA,6527,1717000,1929
MEASLES,1016.54,WISCONSIN,29825,2934000,1929
MEASLES,312.16000000000000,WYOMING,696,223000,1929
POLIO,2.2500000000000000,ALABAMA,58,2644000,1929
POLIO,2.0700000000000000,ARIZONA,9,430000,1929
POLIO,0.2,ARKANSAS,4,1852000,1929
POLIO,2.82,CALIFORNIA,156,5531000,1929
POLIO,1.3,COLORADO,13,1008000,1929
POLIO,1.3200000000000000,CONNECTICUT,21,1594000,1929
POLIO,2.1,DELAWARE,5,236000,1929
POLIO,1.26,DISTRICT OF COLUMBIA,6,483000,1929
POLIO,2.38,FLORIDA,34,1445000,1929
POLIO,0.7800000000000000,GEORGIA,24,2903000,1929
POLIO,1.55,IDAHO,7,447000,1929
POLIO,1.1000000000000000,ILLINOIS,86,7606000,1929
POLIO,0.48,INDIANA,16,3226000,1929
POLIO,3.040000000000000,IOWA,76,2460000,1929
POLIO,1.1400000000000000,KANSAS,22,1867000,1929
POLIO,0.5200000000000000,KENTUCKY,13,2606000,1929
POLIO,0.39,LOUISIANA,8,2086000,1929
POLIO,1.6700000000000000,MAINE,13,797000,1929
POLIO,1.3200000000000000,MARYLAND,22,1621000,1929
POLIO,2.8100000000000000,MASSACHUSETTS,120,4229000,1929
POLIO,3.8000000000000000,MICHIGAN,184,4795000,1929
POLIO,1.2000000000000000,MINNESOTA,30,2572000,1929
POLIO,0.7,MISSISSIPPI,14,1998000,1929
POLIO,0.48,MISSOURI,16,3622000,1929
POLIO,1.3300000000000000,MONTANA,7,524000,1929
POLIO,0.6300000000000000,NEBRASKA,9,1375000,1929
POLIO,1.49,NEW HAMPSHIRE,7,467000,1929
POLIO,1.5900000000000000,NEW JERSEY,59,3989000,1929
POLIO,2.16,NEW MEXICO,9,420000,1929
POLIO,4.3500000000000000,NEW YORK,530,12171000,1929
POLIO,4.25,NORTH CAROLINA,133,3133000,1929
POLIO,2.4000000000000000,NORTH DAKOTA,16,674000,1929
POLIO,2.940000000000000,OHIO,189,6626000,1929
POLIO,0.8,OKLAHOMA,20,2372000,1929
POLIO,3.6900000000000000,OREGON,34,947000,1929
POLIO,1.9800000000000000,PENNSYLVANIA,197,9723000,1929
POLIO,1.6300000000000000,RHODE ISLAND,11,684000,1929
POLIO,4.73,SOUTH CAROLINA,81,1739000,1929
POLIO,0.43,SOUTH DAKOTA,3,690000,1929
POLIO,3.6100000000000000,TENNESSEE,93,2604000,1929
POLIO,0.33000000000000000,TEXAS,18,5762000,1929
POLIO,0.79,UTAH,4,508000,1929
POLIO,5.290000000000000,VERMONT,19,359000,1929
POLIO,9.93,VIRGINIA,241,2425000,1929
POLIO,1.6800000000000000,WASHINGTON,27,1555000,1929
POLIO,3.4100000000000000,WEST VIRGINIA,58,1717000,1929
POLIO,0.6500000000000000,WISCONSIN,21,2934000,1929
POLIO,1.35,WYOMING,3,223000,1929
SMALLPOX,14.33,ALABAMA,378,2644000,1929
SMALLPOX,64.17000000000000,ARIZONA,276,430000,1929
SMALLPOX,10.700000000000000,ARKANSAS,199,1852000,1929
SMALLPOX,36.35000000000000,CALIFORNIA,2009,5531000,1929
SMALLPOX,83.77000000000000,COLORADO,844,1008000,1929
SMALLPOX,2.69,CONNECTICUT,43,1594000,1929
SMALLPOX,0.84,DELAWARE,2,236000,1929
SMALLPOX,0.0,DISTRICT OF COLUMBIA,0,483000,1929
SMALLPOX,2.520000000000000,FLORIDA,36,1445000,1929
SMALLPOX,1.8900000000000000,GEORGIA,55,2903000,1929
SMALLPOX,124.14000000000000,IDAHO,555,447000,1929
SMALLPOX,54.910000000000000,ILLINOIS,4177,7606000,1929
SMALLPOX,107.15,INDIANA,3458,3226000,1929
SMALLPOX,76.64000000000000,IOWA,1885,2460000,1929
SMALLPOX,102.77000000000000,KANSAS,1919,1867000,1929
SMALLPOX,22.170000000000000,KENTUCKY,577,2606000,1929
SMALLPOX,8.770000000000000,LOUISIANA,182,2086000,1929
SMALLPOX,9.3,MAINE,74,797000,1929
SMALLPOX,0.48,MARYLAND,8,1621000,1929
SMALLPOX,1.4800000000000000,MASSACHUSETTS,63,4229000,1929
SMALLPOX,50.480000000000000,MICHIGAN,2421,4795000,1929
SMALLPOX,7.330000000000000,MINNESOTA,188,2572000,1929
SMALLPOX,1.6000000000000000,MISSISSIPPI,32,1998000,1929
SMALLPOX,32.200000000000000,MISSOURI,1166,3622000,1929
SMALLPOX,103.05000000000000,MONTANA,540,524000,1929
SMALLPOX,131.07000000000000,NEBRASKA,1802,1375000,1929
SMALLPOX,2.33,NEW HAMPSHIRE,11,467000,1929
SMALLPOX,0.03,NEW JERSEY,1,3989000,1929
SMALLPOX,19.100000000000000,NEW MEXICO,80,420000,1929
SMALLPOX,2.3800000000000000,NEW YORK,289,12171000,1929
SMALLPOX,18.570000000000000,NORTH CAROLINA,583,3133000,1929
SMALLPOX,53.3,NORTH DAKOTA,359,674000,1929
SMALLPOX,44.78,OHIO,2968,6626000,1929
SMALLPOX,86.78,OKLAHOMA,2059,2372000,1929
SMALLPOX,121.78000000000000,OREGON,1153,947000,1929
SMALLPOX,0.52,PENNSYLVANIA,52,9723000,1929
SMALLPOX,0.0,RHODE ISLAND,0,684000,1929
SMALLPOX,6.3200000000000000,SOUTH CAROLINA,109,1739000,1929
SMALLPOX,158.62000000000000,SOUTH DAKOTA,1095,690000,1929
SMALLPOX,9.490000000000000,TENNESSEE,246,2604000,1929
SMALLPOX,42.380000000000000,TEXAS,2442,5762000,1929
SMALLPOX,32.67,UTAH,166,508000,1929
SMALLPOX,38.72000000000000,VERMONT,139,359000,1929
SMALLPOX,2.6,VIRGINIA,63,2425000,1929
SMALLPOX,132.90000000000000,WASHINGTON,2067,1555000,1929
SMALLPOX,35.090000000000000,WEST VIRGINIA,603,1717000,1929
SMALLPOX,23.180000000000000,WISCONSIN,681,2934000,1929
SMALLPOX,149.81000000000000,WYOMING,334,223000,1929
MEASLES,157.00000000000000,ALABAMA,4156,2647000,1930
MEASLES,466.31000000000000,ARIZONA,2024,434000,1930
MEASLES,53.44000000000000,ARKANSAS,994,1859000,1930
MEASLES,760.2400000000000,CALIFORNIA,43416,5711000,1930
MEASLES,1132.7600000000000,COLORADO,11781,1040000,1930
MEASLES,112.23000000000000,CONNECTICUT,1810,1613000,1930
MEASLES,109.25000000000000,DELAWARE,261,239000,1930
MEASLES,182.10000000000000,DISTRICT OF COLUMBIA,889,488000,1930
MEASLES,356.59000000000000,FLORIDA,5245,1471000,1930
MEASLES,153.21000000000000,GEORGIA,4459,2910000,1930
MEASLES,196.66000000000000,IDAHO,879,447000,1930
MEASLES,216.07000000000000,ILLINOIS,16517,7644000,1930
MEASLES,120.73000000000000,INDIANA,3915,3242000,1930
MEASLES,395.59000000000000,IOWA,9791,2475000,1930
MEASLES,666.7100000000000,KANSAS,12555,1883000,1930
MEASLES,70.15000000000000,KENTUCKY,1841,2623000,1930
MEASLES,86.29000000000000,LOUISIANA,1816,2105000,1930
MEASLES,198.88,MAINE,1591,800000,1930
MEASLES,73.89,MARYLAND,1209,1636000,1930
MEASLES,630.29,MASSACHUSETTS,26787,4250000,1930
MEASLES,583.6200000000000,MICHIGAN,28213,4834000,1930
MEASLES,218.99000000000000,MINNESOTA,5641,2576000,1930
MEASLES,149.81000000000000,MISSOURI,5462,3646000,1930
MEASLES,117.52000000000000,MONTANA,633,539000,1930
MEASLES,745.32,NEBRASKA,10286,1380000,1930
MEASLES,126.38000000000000,NEW HAMPSHIRE,589,466000,1930
MEASLES,602.8700000000000,NEW JERSEY,24525,4068000,1930
MEASLES,529.2300000000000,NEW MEXICO,2260,427000,1930
MEASLES,315.3900000000000,NEW YORK,39887,12647000,1930
MEASLES,41.17,NORTH CAROLINA,1304,3167000,1930
MEASLES,117.00000000000000,NORTH DAKOTA,798,682000,1930
MEASLES,277.6000000000000,OHIO,18488,6662000,1930
MEASLES,164.93000000000000,OKLAHOMA,3960,2401000,1930
MEASLES,276.3600000000000,OREGON,2642,956000,1930
MEASLES,356.56,PENNSYLVANIA,34404,9649000,1930
MEASLES,39.23000000000000,RHODE ISLAND,269,686000,1930
MEASLES,14.450000000000000,SOUTH CAROLINA,252,1745000,1930
MEASLES,346.3100000000000,SOUTH DAKOTA,2400,693000,1930
MEASLES,179.91000000000000,TENNESSEE,4712,2619000,1930
MEASLES,73.12,TEXAS,4275,5844000,1930
MEASLES,1044.7900000000000,UTAH,5318,509000,1930
MEASLES,236.69000000000000,VERMONT,852,360000,1930
MEASLES,631.64,WASHINGTON,9904,1568000,1930
MEASLES,157.70000000000000,WEST VIRGINIA,2733,1733000,1930
MEASLES,748.5800000000000,WISCONSIN,22082,2950000,1930
MEASLES,341.55000000000000,WYOMING,772,226000,1930
POLIO,2.5700000000000000,ALABAMA,67,2647000,1930
POLIO,7.360000000000000,ARIZONA,32,434000,1930
POLIO,4.25,ARKANSAS,79,1859000,1930
POLIO,30.710000000000000,CALIFORNIA,1753,5711000,1930
POLIO,6.250000000000000,COLORADO,65,1040000,1930
POLIO,4.57,CONNECTICUT,74,1613000,1930
POLIO,2.52,DELAWARE,6,239000,1930
POLIO,1.8000000000000000,DISTRICT OF COLUMBIA,9,488000,1930
POLIO,0.8400000000000000,FLORIDA,12,1471000,1930
POLIO,0.67,GEORGIA,21,2910000,1930
POLIO,2.870000000000000,IDAHO,13,447000,1930
POLIO,5.9400000000000000,ILLINOIS,453,7644000,1930
POLIO,4.970000000000000,INDIANA,162,3242000,1930
POLIO,9.040000000000000,IOWA,224,2475000,1930
POLIO,41.25,KANSAS,777,1883000,1930
POLIO,0.98,KENTUCKY,25,2623000,1930
POLIO,14.530000000000000,LOUISIANA,306,2105000,1930
POLIO,19.49,MAINE,156,800000,1930
POLIO,2.5900000000000000,MARYLAND,43,1636000,1930
POLIO,11.82,MASSACHUSETTS,503,4250000,1930
POLIO,4.200000000000000,MICHIGAN,205,4834000,1930
POLIO,14.740000000000000,MINNESOTA,379,2576000,1930
POLIO,1.9000000000000000,MISSISSIPPI,38,2006000,1930
POLIO,5.780000000000000,MISSOURI,211,3646000,1930
POLIO,3.56,MONTANA,19,539000,1930
POLIO,20.710000000000000,NEBRASKA,286,1380000,1930
POLIO,5.51,NEW HAMPSHIRE,26,466000,1930
POLIO,1.3700000000000000,NEW JERSEY,60,4068000,1930
POLIO,7.920000000000000,NEW MEXICO,34,427000,1930
POLIO,6.050000000000000,NEW YORK,762,12647000,1930
POLIO,2.760000000000000,NORTH CAROLINA,89,3167000,1930
POLIO,6.330000000000000,NORTH DAKOTA,43,682000,1930
POLIO,13.97,OHIO,923,6662000,1930
POLIO,6.38,OKLAHOMA,154,2401000,1930
POLIO,3.2000000000000000,OREGON,31,956000,1930
POLIO,1.7300000000000000,PENNSYLVANIA,172,9649000,1930
POLIO,3.07,RHODE ISLAND,21,686000,1930
POLIO,3.5300000000000000,SOUTH CAROLINA,62,1745000,1930
POLIO,20.160000000000000,SOUTH DAKOTA,140,693000,1930
POLIO,2.370000000000000,TENNESSEE,61,2619000,1930
POLIO,2.2000000000000000,TEXAS,128,5844000,1930
POLIO,0.5900000000000000,UTAH,3,509000,1930
POLIO,0.8400000000000000,VERMONT,3,360000,1930
POLIO,0.44000000000000000,VIRGINIA,11,2427000,1930
POLIO,2.95,WASHINGTON,47,1568000,1930
POLIO,2.4000000000000000,WEST VIRGINIA,41,1733000,1930
POLIO,6.0600000000000000,WISCONSIN,180,2950000,1930
POLIO,24.31,WYOMING,55,226000,1930
SMALLPOX,7.280000000000000,ALABAMA,192,2647000,1930
SMALLPOX,126.25000000000000,ARIZONA,548,434000,1930
SMALLPOX,22.100000000000000,ARKANSAS,410,1859000,1930
SMALLPOX,40.20000000000000,CALIFORNIA,2293,5711000,1930
SMALLPOX,54.030000000000000,COLORADO,562,1040000,1930
SMALLPOX,0.0,CONNECTICUT,0,1613000,1930
SMALLPOX,0.0,DELAWARE,0,239000,1930
SMALLPOX,0.0,DISTRICT OF COLUMBIA,0,488000,1930
SMALLPOX,1.9400000000000000,FLORIDA,28,1471000,1930
SMALLPOX,0.0,GEORGIA,0,2910000,1930
SMALLPOX,45.370000000000000,IDAHO,203,447000,1930
SMALLPOX,50.92000000000000,ILLINOIS,3891,7644000,1930
SMALLPOX,161.58000000000000,INDIANA,5239,3242000,1930
SMALLPOX,123.0,IOWA,3044,2475000,1930
SMALLPOX,122.59,KANSAS,2309,1883000,1930
SMALLPOX,20.900000000000000,KENTUCKY,549,2623000,1930
SMALLPOX,12.320000000000000,LOUISIANA,258,2105000,1930
SMALLPOX,0.0,MAINE,0,800000,1930
SMALLPOX,0.0,MARYLAND,0,1636000,1930
SMALLPOX,0.0,MASSACHUSETTS,0,4250000,1930
SMALLPOX,48.55000000000000,MICHIGAN,2348,4834000,1930
SMALLPOX,11.510000000000000,MINNESOTA,295,2576000,1930
SMALLPOX,9.35,MISSISSIPPI,187,2006000,1930
SMALLPOX,44.24000000000000,MISSOURI,1613,3646000,1930
SMALLPOX,65.50000000000000,MONTANA,353,539000,1930
SMALLPOX,140.14,NEBRASKA,1934,1380000,1930
SMALLPOX,0.0,NEW HAMPSHIRE,0,466000,1930
SMALLPOX,0.02,NEW JERSEY,1,4068000,1930
SMALLPOX,40.96000000000000,NEW MEXICO,175,427000,1930
SMALLPOX,2.630000000000000,NEW YORK,332,12647000,1930
SMALLPOX,17.72000000000000,NORTH CAROLINA,562,3167000,1930
SMALLPOX,106.80000000000000,NORTH DAKOTA,728,682000,1930
SMALLPOX,77.88000000000000,OHIO,5181,6662000,1930
SMALLPOX,109.53000000000000,OKLAHOMA,2630,2401000,1930
SMALLPOX,82.20000000000000,OREGON,786,956000,1930
SMALLPOX,0.4200000000000000,PENNSYLVANIA,42,9649000,1930
SMALLPOX,0.0,RHODE ISLAND,0,686000,1930
SMALLPOX,4.6900000000000000,SOUTH CAROLINA,82,1745000,1930
SMALLPOX,200.72000000000000,SOUTH DAKOTA,1391,693000,1930
SMALLPOX,16.160000000000000,TENNESSEE,423,2619000,1930
SMALLPOX,46.82000000000000,TEXAS,2736,5844000,1930
SMALLPOX,5.320000000000000,UTAH,27,509000,1930
SMALLPOX,21.960000000000000,VERMONT,79,360000,1930
SMALLPOX,0.41,VIRGINIA,10,2427000,1930
SMALLPOX,149.56000000000000,WASHINGTON,2345,1568000,1930
SMALLPOX,45.14000000000000,WEST VIRGINIA,782,1733000,1930
SMALLPOX,30.81,WISCONSIN,909,2950000,1930
SMALLPOX,111.03000000000000,WYOMING,251,226000,1930
MEASLES,337.29000000000000,ALABAMA,8934,2649000,1931
MEASLES,497.6900000000000,ARIZONA,2135,429000,1931
MEASLES,45.910000000000000,ARKANSAS,849,1848000,1931
MEASLES,477.4800000000000,CALIFORNIA,27807,5824000,1931
MEASLES,453.27000000000000,COLORADO,4787,1056000,1931
MEASLES,790.4600000000000,CONNECTICUT,12869,1628000,1931
MEASLES,1003.2800000000000,DELAWARE,2428,242000,1931
MEASLES,832.9900000000010,DISTRICT OF COLUMBIA,4198,504000,1931
MEASLES,260.79,FLORIDA,3894,1493000,1931
MEASLES,104.39000000000000,GEORGIA,3053,2924000,1931
MEASLES,25.970000000000000,IDAHO,118,454000,1931
MEASLES,516.9700000000000,ILLINOIS,39738,7687000,1931
MEASLES,541.2100000000000,INDIANA,17628,3257000,1931
MEASLES,34.25000000000000,IOWA,851,2482000,1931
MEASLES,93.46999999999990,KANSAS,1758,1881000,1931
MEASLES,181.04000000000000,KENTUCKY,4801,2652000,1931
MEASLES,11.470000000000000,LOUISIANA,244,2124000,1931
MEASLES,434.35,MAINE,3505,807000,1931
MEASLES,1264.8500000000000,MARYLAND,20959,1657000,1931
MEASLES,386.78,MASSACHUSETTS,16431,4248000,1931
MEASLES,133.48000000000000,MICHIGAN,6403,4798000,1931
MEASLES,123.53000000000000,MINNESOTA,3229,2614000,1931
MEASLES,369.77000000000000,MISSOURI,13723,3711000,1931
MEASLES,284.85000000000000,MONTANA,1538,540000,1931
MEASLES,24.91,NEBRASKA,345,1384000,1931
MEASLES,299.1500000000000,NEW HAMPSHIRE,1406,470000,1931
MEASLES,494.1900000000000,NEW JERSEY,20361,4120000,1931
MEASLES,324.5700000000000,NEW MEXICO,1415,436000,1931
MEASLES,423.22,NEW YORK,54376,12848000,1931
MEASLES,480.4800000000000,NORTH CAROLINA,15299,3184000,1931
MEASLES,142.06,NORTH DAKOTA,966,680000,1931
