disease,increase,loc,number,population,year
SMALLPOX,8.210000000000000,IOWA,206,2524000,1935
SMALLPOX,30.440000000000000,KANSAS,570,1872000,1935
SMALLPOX,0.28,KENTUCKY,7,2748000,1935
SMALLPOX,1.3900000000000000,LOUISIANA,32,2228000,1935
SMALLPOX,0.0,MAINE,0,836000,1935
SMALLPOX,0.06,MARYLAND,1,1729000,1935
SMALLPOX,0.0,MASSACHUSETTS,0,4343000,1935
SMALLPOX,0.38000000000000000,MICHIGAN,19,4838000,1935
SMALLPOX,8.280000000000000,MINNESOTA,224,2717000,1935
SMALLPOX,0.7500000000000000,MISSISSIPPI,15,2061000,1935
SMALLPOX,2.4100000000000000,MISSOURI,90,3798000,1935
SMALLPOX,125.44000000000000,MONTANA,690,550000,1935
SMALLPOX,94.26000000000000,NEBRASKA,1296,1375000,1935
SMALLPOX,0.0,NEW HAMPSHIRE,0,481000,1935
SMALLPOX,0.0,NEW JERSEY,0,4085000,1935
SMALLPOX,9.870000000000000,NEW MEXICO,47,475000,1935
SMALLPOX,0.02,NEW YORK,2,13375000,1935
SMALLPOX,0.6600000000000000,NORTH CAROLINA,22,3323000,1935
SMALLPOX,8.100000000000000,NORTH DAKOTA,54,670000,1935
SMALLPOX,0.4400000000000000,OHIO,33,6787000,1935
SMALLPOX,1.9000000000000000,OKLAHOMA,46,2386000,1935
SMALLPOX,11.6,OREGON,116,1001000,1935
SMALLPOX,0.0,PENNSYLVANIA,0,9774000,1935
SMALLPOX,0.0,RHODE ISLAND,0,678000,1935
SMALLPOX,0.4,SOUTH CAROLINA,7,1769000,1935
SMALLPOX,43.570000000000000,SOUTH DAKOTA,293,674000,1935
SMALLPOX,0.5,TENNESSEE,13,2798000,1935
SMALLPOX,8.930000000000000,TEXAS,547,6123000,1935
SMALLPOX,1.52,UTAH,8,526000,1935
SMALLPOX,0.28,VERMONT,1,357000,1935
SMALLPOX,0.4,VIRGINIA,10,2520000,1935
SMALLPOX,83.78000000000000,WASHINGTON,1365,1629000,1935
SMALLPOX,1.2000000000000000,WEST VIRGINIA,21,1794000,1935
SMALLPOX,20.950000000000000,WISCONSIN,642,3070000,1935
SMALLPOX,132.88000000000000,WYOMING,315,237000,1935
MEASLES,20.780000000000000,ALABAMA,570,2743000,1936
MEASLES,525.5,ARIZONA,2328,443000,1936
MEASLES,5.66,ARKANSAS,107,1892000,1936
MEASLES,773.5400000000000,CALIFORNIA,49050,6341000,1936
MEASLES,54.74,COLORADO,597,1090000,1936
MEASLES,228.97,CONNECTICUT,3828,1672000,1936
MEASLES,555.9600000000000,DELAWARE,1407,253000,1936
MEASLES,335.5900000000000,DISTRICT OF COLUMBIA,2111,629000,1936
MEASLES,18.22,FLORIDA,302,1651000,1936
MEASLES,0.27,GEORGIA,8,2978000,1936
MEASLES,262.6200000000000,IDAHO,1300,495000,1936
MEASLES,15.430000000000000,ILLINOIS,1207,7840000,1936
MEASLES,21.150000000000000,INDIANA,706,3348000,1936
MEASLES,8.000000000000000,IOWA,200,2509000,1936
MEASLES,23.17,KANSAS,433,1869000,1936
MEASLES,79.66000000000000,KENTUCKY,2205,2768000,1936
MEASLES,57.670000000000000,LOUISIANA,1296,2246000,1936
MEASLES,891.8900000000000,MAINE,7492,840000,1936
MEASLES,405.28000000000000,MARYLAND,7073,1745000,1936
MEASLES,613.81,MASSACHUSETTS,26731,4355000,1936
MEASLES,47.72000000000000,MICHIGAN,2333,4889000,1936
MEASLES,283.0300000000000,MINNESOTA,7738,2734000,1936
MEASLES,17.37,MISSOURI,660,3801000,1936
MEASLES,81.57000000000010,MONTANA,452,554000,1936
MEASLES,86.34000000000000,NEBRASKA,1173,1358000,1936
MEASLES,185.39000000000000,NEW HAMPSHIRE,892,481000,1936
MEASLES,215.06,NEW JERSEY,8783,4084000,1936
MEASLES,234.9400000000000,NEW MEXICO,1149,489000,1936
MEASLES,477.4800000000000,NEW YORK,64366,13481000,1936
MEASLES,40.30000000000000,NORTH CAROLINA,1347,3346000,1936
MEASLES,16.520000000000000,NORTH DAKOTA,110,664000,1936
MEASLES,136.53000000000000,OHIO,9285,6801000,1936
MEASLES,15.220000000000000,OKLAHOMA,360,2365000,1936
MEASLES,919.1500000000000,OREGON,9421,1025000,1936
MEASLES,243.53000000000000,PENNSYLVANIA,23783,9767000,1936
MEASLES,368.6900000000000,RHODE ISLAND,2529,686000,1936
MEASLES,48.240000000000000,SOUTH CAROLINA,859,1781000,1936
MEASLES,33.60000000000000,SOUTH DAKOTA,224,666000,1936
MEASLES,50.180000000000000,TENNESSEE,1400,2791000,1936
MEASLES,125.58000000000000,TEXAS,7776,6192000,1936
MEASLES,117.89000000000000,UTAH,621,527000,1936
MEASLES,2974.790000000000,VERMONT,10620,357000,1936
MEASLES,127.83000000000000,VIRGINIA,3263,2552000,1936
MEASLES,463.74000000000000,WASHINGTON,7665,1653000,1936
MEASLES,63.26,WEST VIRGINIA,1144,1808000,1936
MEASLES,126.57000000000000,WISCONSIN,3900,3082000,1936
MEASLES,57.52000000000000,WYOMING,138,240000,1936
POLIO,15.360000000000000,ALABAMA,420,2743000,1936
POLIO,2.06,ARIZONA,9,443000,1936
POLIO,2.980000000000000,ARKANSAS,57,1892000,1936
POLIO,5.94,CALIFORNIA,376,6341000,1936
POLIO,6.400000000000000,COLORADO,70,1090000,1936
POLIO,0.8400000000000000,CONNECTICUT,14,1672000,1936
POLIO,0.4,DELAWARE,1,253000,1936
POLIO,0.9600000000000000,DISTRICT OF COLUMBIA,6,629000,1936
POLIO,2.4700000000000000,FLORIDA,41,1651000,1936
POLIO,4.390000000000000,GEORGIA,131,2978000,1936
POLIO,3.41,IDAHO,17,495000,1936
POLIO,7.91,ILLINOIS,623,7840000,1936
POLIO,1.4100000000000000,INDIANA,47,3348000,1936
POLIO,2.8400000000000000,IOWA,71,2509000,1936
POLIO,4.540000000000000,KANSAS,85,1869000,1936
POLIO,3.1,KENTUCKY,85,2768000,1936
POLIO,1.5700000000000000,LOUISIANA,37,2246000,1936
POLIO,4.19,MAINE,35,840000,1936
POLIO,1.8000000000000000,MARYLAND,31,1745000,1936
POLIO,1.3500000000000000,MASSACHUSETTS,60,4355000,1936
POLIO,3.040000000000000,MICHIGAN,150,4889000,1936
POLIO,1.1200000000000000,MINNESOTA,30,2734000,1936
POLIO,6.4000000000000000,MISSISSIPPI,133,2072000,1936
POLIO,1.8000000000000000,MISSOURI,67,3801000,1936
POLIO,2.7000000000000000,MONTANA,15,554000,1936
POLIO,1.53,NEBRASKA,21,1358000,1936
POLIO,0.84,NEW HAMPSHIRE,4,481000,1936
POLIO,0.6100000000000000,NEW JERSEY,28,4084000,1936
POLIO,6.090000000000000,NEW MEXICO,30,489000,1936
POLIO,1.5100000000000000,NEW YORK,209,13481000,1936
POLIO,1.5300000000000000,NORTH CAROLINA,51,3346000,1936
POLIO,2.8500000000000000,NORTH DAKOTA,19,664000,1936
POLIO,4.330000000000000,OHIO,300,6801000,1936
POLIO,4.93,OKLAHOMA,117,2365000,1936
POLIO,3.970000000000000,OREGON,40,1025000,1936
POLIO,1.3600000000000000,PENNSYLVANIA,136,9767000,1936
POLIO,0.3,RHODE ISLAND,2,686000,1936
POLIO,1.3100000000000000,SOUTH CAROLINA,23,1781000,1936
POLIO,1.9500000000000000,SOUTH DAKOTA,13,666000,1936
POLIO,14.780000000000000,TENNESSEE,412,2791000,1936
POLIO,1.1300000000000000,TEXAS,68,6192000,1936
POLIO,0.5700000000000000,UTAH,3,527000,1936
POLIO,2.8000000000000000,VERMONT,10,357000,1936
POLIO,2.3600000000000000,VIRGINIA,59,2552000,1936
POLIO,4.08,WASHINGTON,68,1653000,1936
POLIO,3.1000000000000000,WEST VIRGINIA,55,1808000,1936
POLIO,1.2700000000000000,WISCONSIN,40,3082000,1936
POLIO,2.92,WYOMING,7,240000,1936
SMALLPOX,0.4500000000000000,ALABAMA,12,2743000,1936
SMALLPOX,0.68,ARIZONA,3,443000,1936
SMALLPOX,0.7300000000000000,ARKANSAS,14,1892000,1936
SMALLPOX,1.8300000000000000,CALIFORNIA,115,6341000,1936
SMALLPOX,17.950000000000000,COLORADO,196,1090000,1936
SMALLPOX,0.0,CONNECTICUT,0,1672000,1936
SMALLPOX,0.0,DELAWARE,0,253000,1936
SMALLPOX,0.64,DISTRICT OF COLUMBIA,4,629000,1936
SMALLPOX,0.0,FLORIDA,0,1651000,1936
SMALLPOX,0.51,GEORGIA,16,2978000,1936
SMALLPOX,19.760000000000000,IDAHO,98,495000,1936
SMALLPOX,5.470000000000000,ILLINOIS,428,7840000,1936
SMALLPOX,3.0900000000000000,INDIANA,103,3348000,1936
SMALLPOX,28.870000000000000,IOWA,723,2509000,1936
SMALLPOX,40.52,KANSAS,757,1869000,1936
SMALLPOX,0.5,KENTUCKY,13,2768000,1936
SMALLPOX,1.1600000000000000,LOUISIANA,27,2246000,1936
SMALLPOX,0.0,MAINE,0,840000,1936
SMALLPOX,0.0,MARYLAND,0,1745000,1936
SMALLPOX,0.0,MASSACHUSETTS,0,4355000,1936
SMALLPOX,0.6400000000000000,MICHIGAN,32,4889000,1936
SMALLPOX,10.840000000000000,MINNESOTA,295,2734000,1936
SMALLPOX,0.35,MISSISSIPPI,7,2072000,1936
SMALLPOX,9.320000000000000,MISSOURI,353,3801000,1936
SMALLPOX,134.29000000000000,MONTANA,744,554000,1936
SMALLPOX,56.160000000000000,NEBRASKA,763,1358000,1936
SMALLPOX,0.0,NEW HAMPSHIRE,0,481000,1936
SMALLPOX,0.0,NEW JERSEY,0,4084000,1936
SMALLPOX,1.0,NEW MEXICO,5,489000,1936
SMALLPOX,0.23000000000000000,NEW YORK,31,13481000,1936
SMALLPOX,0.6000000000000000,NORTH CAROLINA,20,3346000,1936
SMALLPOX,46.81000000000000,NORTH DAKOTA,311,664000,1936
SMALLPOX,0.51,OHIO,39,6801000,1936
SMALLPOX,1.9100000000000000,OKLAHOMA,46,2365000,1936
SMALLPOX,32.95,OREGON,337,1025000,1936
SMALLPOX,0.0,PENNSYLVANIA,0,9767000,1936
SMALLPOX,0.0,RHODE ISLAND,0,686000,1936
SMALLPOX,0.73,SOUTH CAROLINA,13,1781000,1936
SMALLPOX,91.22000000000000,SOUTH DAKOTA,608,666000,1936
SMALLPOX,0.41,TENNESSEE,11,2791000,1936
SMALLPOX,1.3100000000000000,TEXAS,78,6192000,1936
SMALLPOX,15.580000000000000,UTAH,82,527000,1936
SMALLPOX,0.28,VERMONT,1,357000,1936
SMALLPOX,0.16,VIRGINIA,4,2552000,1936
SMALLPOX,22.59,WASHINGTON,374,1653000,1936
SMALLPOX,0.29,WEST VIRGINIA,5,1808000,1936
SMALLPOX,12.930000000000000,WISCONSIN,400,3082000,1936
SMALLPOX,80.84,WYOMING,194,240000,1936
MEASLES,22.460000000000000,ALABAMA,620,2762000,1937
MEASLES,837.3000000000000,ARIZONA,3793,453000,1937
MEASLES,16.980000000000000,ARKANSAS,322,1903000,1937
MEASLES,78.26000000000000,CALIFORNIA,5107,6528000,1937
MEASLES,93.00000000000000,COLORADO,1027,1104000,1937
MEASLES,606.7599999999990,CONNECTICUT,10181,1678000,1937
MEASLES,707.1000000000000,DELAWARE,1796,254000,1937
MEASLES,333.2700000000000,DISTRICT OF COLUMBIA,2053,616000,1937
MEASLES,23.080000000000000,FLORIDA,394,1709000,1937
MEASLES,243.1500000000000,IDAHO,1233,507000,1937
MEASLES,146.95000000000000,ILLINOIS,11545,7857000,1937
MEASLES,210.12000000000000,INDIANA,7088,3374000,1937
MEASLES,10.760000000000000,IOWA,269,2498000,1937
MEASLES,42.11,KANSAS,782,1856000,1937
MEASLES,245.75000000000000,KENTUCKY,6842,2784000,1937
MEASLES,20.710000000000000,LOUISIANA,468,2257000,1937
MEASLES,134.35,MAINE,1131,842000,1937
MEASLES,698.1700000000000,MARYLAND,12246,1754000,1937
MEASLES,478.32000000000000,MASSACHUSETTS,20846,4358000,1937
MEASLES,115.59000000000000,MICHIGAN,5743,4968000,1937
MEASLES,25.12000000000000,MINNESOTA,690,2746000,1937
MEASLES,0.0,MISSISSIPPI,0,2086000,1937
MEASLES,186.45,MISSOURI,7073,3794000,1937
MEASLES,111.71000000000000,MONTANA,619,554000,1937
MEASLES,34.46000000000000,NEBRASKA,462,1339000,1937
MEASLES,393.1300000000000,NEW HAMPSHIRE,1891,481000,1937
MEASLES,1108.94,NEW JERSEY,45334,4088000,1937
MEASLES,487.2700000000000,NEW MEXICO,2451,503000,1937
MEASLES,202.81000000000000,NEW YORK,27404,13511000,1937
MEASLES,226.07,NORTH CAROLINA,7652,3385000,1937
MEASLES,8.4,NORTH DAKOTA,55,655000,1937
MEASLES,366.37,OHIO,24944,6809000,1937
MEASLES,45.62000000000000,OKLAHOMA,1065,2334000,1937
MEASLES,38.190000000000000,OREGON,400,1048000,1937
MEASLES,390.89,PENNSYLVANIA,38270,9790000,1937
MEASLES,679.2200000000000,RHODE ISLAND,4714,694000,1937
MEASLES,99.18000000000000,SOUTH CAROLINA,1787,1802000,1937
MEASLES,9.840000000000000,SOUTH DAKOTA,65,656000,1937
MEASLES,106.41000000000000,TENNESSEE,2974,2795000,1937
MEASLES,235.14,TEXAS,14694,6250000,1937
MEASLES,396.79000000000000,UTAH,2099,529000,1937
MEASLES,289.31,VERMONT,1030,356000,1937
MEASLES,337.39000000000000,VIRGINIA,8739,2590000,1937
MEASLES,103.34000000000000,WASHINGTON,1737,1681000,1937
MEASLES,110.04000000000000,WEST VIRGINIA,1995,1813000,1937
MEASLES,66.55000000000000,WISCONSIN,2055,3088000,1937
MEASLES,69.91000000000000,WYOMING,170,243000,1937
POLIO,3.07,ALABAMA,84,2762000,1937
POLIO,4.4,ARIZONA,20,453000,1937
POLIO,18.530000000000000,ARKANSAS,352,1903000,1937
POLIO,9.810000000000000,CALIFORNIA,639,6528000,1937
POLIO,19.460000000000000,COLORADO,215,1104000,1937
POLIO,6.7,CONNECTICUT,112,1678000,1937
POLIO,3.14,DELAWARE,8,254000,1937
POLIO,4.840000000000000,DISTRICT OF COLUMBIA,30,616000,1937
POLIO,2.150000000000000,FLORIDA,36,1709000,1937
POLIO,2.5200000000000000,GEORGIA,77,3037000,1937
POLIO,2.7800000000000000,IDAHO,14,507000,1937
POLIO,10.310000000000000,ILLINOIS,809,7857000,1937
POLIO,4.36,INDIANA,146,3374000,1937
POLIO,9.680000000000000,IOWA,242,2498000,1937
POLIO,13.490000000000000,KANSAS,251,1856000,1937
POLIO,4.86,KENTUCKY,135,2784000,1937
POLIO,5.830000000000000,LOUISIANA,133,2257000,1937
POLIO,15.820000000000000,MAINE,133,842000,1937
POLIO,4.860000000000000,MARYLAND,85,1754000,1937
POLIO,8.300000000000000,MASSACHUSETTS,362,4358000,1937
POLIO,9.2,MICHIGAN,458,4968000,1937
POLIO,12.11,MINNESOTA,332,2746000,1937
POLIO,15.820000000000000,MISSISSIPPI,330,2086000,1937
POLIO,9.91,MISSOURI,375,3794000,1937
POLIO,5.22,MONTANA,29,554000,1937
POLIO,16.080000000000000,NEBRASKA,216,1339000,1937
POLIO,4.6,NEW HAMPSHIRE,22,481000,1937
POLIO,3.9700000000000000,NEW JERSEY,165,4088000,1937
POLIO,5.200000000000000,NEW MEXICO,26,503000,1937
POLIO,5.03,NEW YORK,685,13511000,1937
POLIO,3.180000000000000,NORTH CAROLINA,106,3385000,1937
POLIO,1.3700000000000000,NORTH DAKOTA,9,655000,1937
POLIO,7.890000000000000,OHIO,541,6809000,1937
POLIO,18.390000000000000,OKLAHOMA,429,2334000,1937
POLIO,5.79,OREGON,60,1048000,1937
POLIO,3.4000000000000000,PENNSYLVANIA,336,9790000,1937
POLIO,2.2900000000000000,RHODE ISLAND,16,694000,1937
POLIO,1.4000000000000000,SOUTH CAROLINA,24,1802000,1937
POLIO,5.750000000000000,SOUTH DAKOTA,38,656000,1937
POLIO,4.670000000000000,TENNESSEE,129,2795000,1937
POLIO,10.650000000000000,TEXAS,665,6250000,1937
POLIO,5.700000000000000,UTAH,30,529000,1937
POLIO,7.290000000000000,VERMONT,26,356000,1937
POLIO,2.5500000000000000,VIRGINIA,65,2590000,1937
POLIO,4.84,WASHINGTON,81,1681000,1937
POLIO,3.83,WEST VIRGINIA,68,1813000,1937
POLIO,9.570000000000000,WISCONSIN,297,3088000,1937
POLIO,16.040000000000000,WYOMING,39,243000,1937
SMALLPOX,1.9700000000000000,ALABAMA,54,2762000,1937
SMALLPOX,0.66,ARIZONA,3,453000,1937
SMALLPOX,4.990000000000000,ARKANSAS,95,1903000,1937
SMALLPOX,7.660000000000000,CALIFORNIA,498,6528000,1937
SMALLPOX,19.160000000000000,COLORADO,212,1104000,1937
SMALLPOX,0.0,CONNECTICUT,0,1678000,1937
SMALLPOX,0.0,DELAWARE,0,254000,1937
SMALLPOX,0.0,DISTRICT OF COLUMBIA,0,616000,1937
SMALLPOX,0.42,FLORIDA,7,1709000,1937
SMALLPOX,0.23,GEORGIA,7,3037000,1937
SMALLPOX,69.62000000000000,IDAHO,353,507000,1937
SMALLPOX,12.080000000000000,ILLINOIS,950,7857000,1937
SMALLPOX,19.660000000000000,INDIANA,662,3374000,1937
SMALLPOX,52.44000000000000,IOWA,1311,2498000,1937
SMALLPOX,32.46,KANSAS,603,1856000,1937
SMALLPOX,2.7,KENTUCKY,75,2784000,1937
SMALLPOX,0.8100000000000000,LOUISIANA,19,2257000,1937
SMALLPOX,0.0,MAINE,0,842000,1937
SMALLPOX,0.0,MARYLAND,0,1754000,1937
SMALLPOX,0.0,MASSACHUSETTS,0,4358000,1937
SMALLPOX,3.0600000000000000,MICHIGAN,153,4968000,1937
SMALLPOX,19.37,MINNESOTA,533,2746000,1937
SMALLPOX,1.5200000000000000,MISSISSIPPI,31,2086000,1937
SMALLPOX,40.44000000000000,MISSOURI,1534,3794000,1937
SMALLPOX,158.86000000000000,MONTANA,880,554000,1937
SMALLPOX,12.520000000000000,NEBRASKA,168,1339000,1937
SMALLPOX,0.0,NEW HAMPSHIRE,0,481000,1937
SMALLPOX,0.0,NEW JERSEY,0,4088000,1937
SMALLPOX,3.4000000000000000,NEW MEXICO,17,503000,1937
SMALLPOX,0.4100000000000000,NEW YORK,56,13511000,1937
SMALLPOX,0.3600000000000000,NORTH CAROLINA,12,3385000,1937
SMALLPOX,114.98000000000000,NORTH DAKOTA,753,655000,1937
SMALLPOX,1.6900000000000000,OHIO,121,6809000,1937
SMALLPOX,5.090000000000000,OKLAHOMA,119,2334000,1937
SMALLPOX,58.040000000000000,OREGON,608,1048000,1937
SMALLPOX,0.0,PENNSYLVANIA,0,9790000,1937
SMALLPOX,0.0,RHODE ISLAND,0,694000,1937
SMALLPOX,0.12,SOUTH CAROLINA,2,1802000,1937
SMALLPOX,21.590000000000000,SOUTH DAKOTA,142,656000,1937
SMALLPOX,1.7800000000000000,TENNESSEE,49,2795000,1937
SMALLPOX,2.7700000000000000,TEXAS,171,6250000,1937
SMALLPOX,3.2300000000000000,UTAH,17,529000,1937
SMALLPOX,0.28,VERMONT,1,356000,1937
SMALLPOX,0.24000000000000000,VIRGINIA,6,2590000,1937
SMALLPOX,28.510000000000000,WASHINGTON,479,1681000,1937
SMALLPOX,0.9900000000000000,WEST VIRGINIA,17,1813000,1937
SMALLPOX,6.960000000000000,WISCONSIN,217,3088000,1937
SMALLPOX,63.770000000000000,WYOMING,155,243000,1937
MEASLES,496.4400000000000,ALABAMA,13841,2787000,1938
MEASLES,149.34000000000000,ARIZONA,699,466000,1938
MEASLES,356.7300000000000,ARKANSAS,6881,1928000,1938
MEASLES,278.32,CALIFORNIA,18527,6656000,1938
MEASLES,823.7100000000000,COLORADO,9163,1112000,1938
MEASLES,107.56000000000000,CONNECTICUT,1816,1684000,1938
MEASLES,236.0200000000000,DELAWARE,608,257000,1938
MEASLES,115.59000000000000,DISTRICT OF COLUMBIA,742,638000,1938
MEASLES,517.8300000000000,FLORIDA,9175,1771000,1938
MEASLES,299.9200000000000,GEORGIA,9272,3091000,1938
MEASLES,425.67,IDAHO,2189,513000,1938
MEASLES,1145.1600000000000,ILLINOIS,90081,7866000,1938
MEASLES,523.1800000000000,INDIANA,17718,3386000,1938
MEASLES,223.17000000000000,IOWA,5571,2494000,1938
MEASLES,583.0600000000000,KANSAS,10745,1842000,1938
MEASLES,393.49,KENTUCKY,11021,2800000,1938
MEASLES,44.77,LOUISIANA,1025,2285000,1938
MEASLES,509.67,MAINE,4300,843000,1938
MEASLES,159.06000000000000,MARYLAND,2813,1766000,1938
MEASLES,229.97,MASSACHUSETTS,10044,4365000,1938
MEASLES,1505.5000000000000,MICHIGAN,76122,5056000,1938
MEASLES,256.20000000000000,MINNESOTA,7057,2753000,1938
MEASLES,0.0,MISSISSIPPI,0,2127000,1938
MEASLES,525.47,MISSOURI,19869,3781000,1938
MEASLES,1119.7600000000000,MONTANA,6185,552000,1938
MEASLES,209.0600000000000,NEBRASKA,2776,1326000,1938
MEASLES,341.34,NEW HAMPSHIRE,1658,485000,1938
MEASLES,716.9800000000000,NEW JERSEY,29400,4100000,1938
MEASLES,628.8900000000000,NEW MEXICO,3231,513000,1938
MEASLES,518.8400000000000,NEW YORK,70111,13512000,1938
MEASLES,1383.3700000000000,NORTH CAROLINA,47589,3440000,1938
MEASLES,863.4500000000000,NORTH DAKOTA,5589,647000,1938
MEASLES,694.2700000000000,OHIO,47471,6837000,1938
MEASLES,116.62000000000000,OKLAHOMA,2714,2324000,1938
MEASLES,121.89,OREGON,1306,1067000,1938
MEASLES,1329.75,PENNSYLVANIA,132342,9952000,1938
MEASLES,35.95000000000000,RHODE ISLAND,252,694000,1938
MEASLES,373.40000000000000,SOUTH CAROLINA,6853,1834000,1938
MEASLES,212.46000000000000,SOUTH DAKOTA,1379,649000,1938
MEASLES,403.6500000000000,TENNESSEE,11391,2821000,1938
MEASLES,95.34000000000000,TEXAS,6011,6301000,1938
MEASLES,1808.86,UTAH,9682,535000,1938
MEASLES,1652.6400000000000,VERMONT,5886,356000,1938
MEASLES,475.81000000000000,VIRGINIA,12557,2638000,1938
MEASLES,112.23000000000000,WASHINGTON,1909,1698000,1938
MEASLES,595.16,WEST VIRGINIA,10881,1828000,1938
MEASLES,2348.05,WISCONSIN,72746,3098000,1938
MEASLES,360.59000000000000,WYOMING,889,246000,1938
PERTUSSIS,66.01000000000000,ALABAMA,1843,2787000,1938
PERTUSSIS,348.52000000000000,ARIZONA,1626,466000,1938
PERTUSSIS,80.34000000000000,ARKANSAS,1551,1928000,1938
PERTUSSIS,227.02000000000000,CALIFORNIA,15113,6656000,1938
PERTUSSIS,147.52000000000000,COLORADO,1642,1112000,1938
PERTUSSIS,216.41000000000000,CONNECTICUT,3647,1684000,1938
PERTUSSIS,228.50000000000000,DELAWARE,589,257000,1938
PERTUSSIS,92.03,DISTRICT OF COLUMBIA,590,638000,1938
PERTUSSIS,45.730000000000000,FLORIDA,811,1771000,1938
PERTUSSIS,62.05000000000000,GEORGIA,1922,3091000,1938
PERTUSSIS,107.44,IDAHO,554,513000,1938
PERTUSSIS,168.58000000000000,ILLINOIS,13260,7866000,1938
PERTUSSIS,27.740000000000000,INDIANA,940,3386000,1938
PERTUSSIS,53.88,IOWA,1349,2494000,1938
PERTUSSIS,259.14000000000000,KANSAS,4777,1842000,1938
PERTUSSIS,102.18000000000000,KENTUCKY,2863,2800000,1938
PERTUSSIS,49.74000000000000,LOUISIANA,1139,2285000,1938
PERTUSSIS,309.13,MAINE,2607,843000,1938
PERTUSSIS,141.15000000000000,MARYLAND,2495,1766000,1938
PERTUSSIS,130.35,MASSACHUSETTS,5691,4365000,1938
PERTUSSIS,264.04000000000000,MICHIGAN,13353,5056000,1938
PERTUSSIS,70.36000000000000,MINNESOTA,1939,2753000,1938
PERTUSSIS,0.0,MISSISSIPPI,0,2127000,1938
PERTUSSIS,52.71000000000000,MISSOURI,1994,3781000,1938
PERTUSSIS,424.9000000000000,MONTANA,2347,552000,1938
PERTUSSIS,40.6,NEBRASKA,539,1326000,1938
PERTUSSIS,25.150000000000000,NEW HAMPSHIRE,124,485000,1938
PERTUSSIS,259.82,NEW JERSEY,10654,4100000,1938
PERTUSSIS,281.61000000000000,NEW MEXICO,1447,513000,1938
PERTUSSIS,175.48,NEW YORK,23715,13512000,1938
PERTUSSIS,427.98000000000000,NORTH CAROLINA,14725,3440000,1938
PERTUSSIS,218.29000000000000,NORTH DAKOTA,1413,647000,1938
PERTUSSIS,118.76,OHIO,8121,6837000,1938
PERTUSSIS,75.14000000000000,OKLAHOMA,1748,2324000,1938
PERTUSSIS,113.53000000000000,OREGON,1213,1067000,1938
PERTUSSIS,136.86,PENNSYLVANIA,13622,9952000,1938
PERTUSSIS,198.96000000000000,RHODE ISLAND,1383,694000,1938
PERTUSSIS,182.54000000000000,SOUTH CAROLINA,3351,1834000,1938
PERTUSSIS,115.79,SOUTH DAKOTA,753,649000,1938
PERTUSSIS,73.54,TENNESSEE,2075,2821000,1938
PERTUSSIS,157.23,TEXAS,9909,6301000,1938
PERTUSSIS,472.16000000000000,UTAH,2528,535000,1938
PERTUSSIS,692.9800000000000,VERMONT,2469,356000,1938
PERTUSSIS,147.40000000000000,VIRGINIA,3891,2638000,1938
PERTUSSIS,261.45,WASHINGTON,4441,1698000,1938
PERTUSSIS,164.89000000000000,WEST VIRGINIA,3015,1828000,1938
PERTUSSIS,411.12000000000000,WISCONSIN,12739,3098000,1938
PERTUSSIS,226.31000000000000,WYOMING,559,246000,1938
POLIO,3.36,ALABAMA,96,2787000,1938
POLIO,2.56,ARIZONA,16,466000,1938
POLIO,7.130000000000000,ARKANSAS,143,1928000,1938
POLIO,3.9100000000000000,CALIFORNIA,263,6656000,1938
POLIO,5.850000000000000,COLORADO,70,1112000,1938
POLIO,2.6400000000000000,CONNECTICUT,48,1684000,1938
POLIO,1.5500000000000000,DELAWARE,5,257000,1938
POLIO,6.36,DISTRICT OF COLUMBIA,43,638000,1938
POLIO,1.9900000000000000,FLORIDA,39,1771000,1938
POLIO,1.7000000000000000,GEORGIA,58,3091000,1938
POLIO,2.4200000000000000,IDAHO,16,513000,1938
POLIO,4.000000000000000,ILLINOIS,317,7866000,1938
POLIO,1.6800000000000000,INDIANA,62,3386000,1938
POLIO,3.66,IOWA,97,2494000,1938
POLIO,3.190000000000000,KANSAS,63,1842000,1938
POLIO,2.5900000000000000,KENTUCKY,76,2800000,1938
POLIO,3.0100000000000000,LOUISIANA,73,2285000,1938
POLIO,5.050000000000000,MAINE,46,843000,1938
POLIO,2.04,MARYLAND,39,1766000,1938
POLIO,2.6600000000000000,MASSACHUSETTS,122,4365000,1938
POLIO,2.8800000000000000,MICHIGAN,149,5056000,1938
POLIO,3.7600000000000000,MINNESOTA,109,2753000,1938
POLIO,7.400000000000000,MISSISSIPPI,160,2127000,1938
POLIO,2.9800000000000000,MISSOURI,118,3781000,1938
POLIO,10.680000000000000,MONTANA,62,552000,1938
POLIO,5.930000000000000,NEBRASKA,84,1326000,1938
POLIO,1.54,NEW HAMPSHIRE,10,485000,1938
POLIO,1.7300000000000000,NEW JERSEY,77,4100000,1938
POLIO,2.6000000000000000,NEW MEXICO,16,513000,1938
POLIO,2.1100000000000000,NEW YORK,290,13512000,1938
POLIO,2.130000000000000,NORTH CAROLINA,79,3440000,1938
POLIO,1.16,NORTH DAKOTA,11,647000,1938
POLIO,2.5200000000000000,OHIO,182,6837000,1938
POLIO,6.1900000000000000,OKLAHOMA,150,2324000,1938
POLIO,2.6,OREGON,32,1067000,1938
POLIO,1.3300000000000000,PENNSYLVANIA,133,9952000,1938
POLIO,1.93,RHODE ISLAND,16,694000,1938
POLIO,1.2300000000000000,SOUTH CAROLINA,27,1834000,1938
